Student ID,Grade,GPA
S08984,C,2.84
S01835,A,3.52
S02997,A,3.56
S05428,B,3.39
S03880,B,3.29
S07157,C,2.59
S05082,B,3.14
S09115,C,2.64
S07245,C,2.77
S05401,B,3.39
S05396,B,3.12
S09428,C,2.39
S02247,A,3.52
S00836,A+,3.95
S08395,C,2.95
S09043,C,2.6
S00433,A+,3.78
S03379,A,3.55
S06818,C,2.52
S08132,C,2.17
S09622,D,1.62
S06067,B,3.23
S01194,A+,3.59
S06935,C,2.36
S05462,B,3.28
S03072,A,3.52
S03045,A,3.55
S03264,A,3.5
S02730,A,3.53
S03434,A,3.52
S00434,A+,4
S03273,A,3.55
S07002,C,2.19
S09727,D,1.82
S00105,A+,3.66
S03316,A,3.56
S01657,A,3.57
S01534,A,3.56
S04681,B,3.35
S08814,C,2.43
S09003,C,2.31
S06623,C,2.38
S01444,A+,3.64
S00215,A+,3.7
S05357,B,3.32
S09219,C,2.48
S06323,B,3.18
S04990,B,3.07
S01420,A+,3.6
S09517,D,1.24
S08607,C,2.56
S00182,A+,3.93
S04353,B,3.07
S08701,C,2.63
S02447,A,3.51
S05322,B,3.21
S08046,C,2.83
S05685,B,3.32
S03533,B,3.29
S08245,C,2.89
S07977,C,2.03
S03699,B,3.45
S00071,A+,3.83
S00545,A+,3.81
S01205,A+,3.62
S03079,A,3.54
S09107,C,2.84
S09121,C,2.08
S09681,D,1.94
S06181,B,3.37
S08330,C,2.93
S04285,B,3.18
S04008,B,3
S08714,C,2.28
S00878,A+,3.99
S08061,C,2.61
S00197,A+,3.81
S09747,D,1.84
S04011,B,3.46
S09963,D,1.78
S02572,A,3.54
S03754,B,3.34
S09248,C,2.43
S08629,C,2.66
S09369,C,2.78
S06160,B,3.32
S04792,B,3.04
S05338,B,3.41
S03025,A,3.52
S02719,A,3.56
S08656,C,2.84
S06917,C,2.5
S03985,B,3.16
S07309,C,2.91
S05954,B,3.07
S03845,B,3.06
S02683,A,3.53
S04025,B,3.04
S08716,C,2.48
S03140,A,3.52
S04238,B,3.1
S00219,A+,3.58
S06619,C,2.47
S09607,D,1.45
S05269,B,3.34
S02544,A,3.51
S02871,A,3.55
S01245,A+,3.73
S00421,A+,3.65
S06228,B,3.19
S02059,A,3.53
S08494,C,2.27
S06435,B,3.44
S03423,A,3.51
S04511,B,3.16
S01167,A+,3.78
S00255,A+,3.74
S00416,A+,3.62
S09176,C,2.54
S03470,A,3.51
S03051,A,3.5
S00760,A+,3.66
S01386,A+,3.79
S00655,A+,3.96
S01202,A+,3.92
S02414,A,3.57
S05580,B,3.16
S05994,B,3.02
S05295,B,3.22
S03056,A,3.5
S02831,A,3.52
S02971,A,3.53
S00329,A+,3.64
S04271,B,3.35
S05995,B,3.21
S04393,B,3.3
S02064,A,3.54
S08302,C,2.9
S09014,C,2.56
S09330,C,2.15
S05170,B,3.18
S04430,B,3.43
S01282,A+,3.79
S03382,A,3.56
S02637,A,3.57
S03329,A,3.56
S06437,B,3.16
S05019,B,3.43
S07325,C,2.25
S03796,B,3.15
S02664,A,3.55
S08283,C,2.73
S01283,A+,3.79
S04149,B,3.25
S01363,A+,3.57
S01438,A+,3.86
S09629,D,1.77
S03442,A,3.57
S00057,A+,3.65
S04598,B,3.3
S08480,C,2.44
S05366,B,3.48
S01845,A,3.52
S05516,B,3.26
S08574,C,2.14
S06264,B,3.19
S02881,A,3.54
S01744,A,3.54
S08399,C,2.36
S04170,B,3.42
S05198,B,3.08
S08994,C,2.96
S00741,A+,3.69
S09067,C,2.45
S01625,A,3.51
S00525,A+,3.81
S08000,C,2.06
S04420,B,3.32
S05427,B,3.19
S06690,C,2.15
S07383,C,2.62
S00436,A+,3.68
S02961,A,3.56
S00309,A+,3.98
S01566,A,3.54
S02632,A,3.52
S05598,B,3.06
S09478,C,2.02
S00402,A+,3.69
S03827,B,3.22
S00882,A+,3.79
S03998,B,3.27
S07119,C,2.06
S03266,A,3.56
S08407,C,2.76
S05010,B,3.34
S05737,B,3.03
S05555,B,3.33
S00289,A+,3.88
S05565,B,3.06
S08325,C,2.66
S02624,A,3.56
S08860,C,2.03
S00477,A+,3.93
S08592,C,2.09
S09714,D,1.6
S06523,C,2.65
S03112,A,3.52
S09471,C,2.25
S00738,A+,3.69
S03134,A,3.51
S08048,C,2.01
S06552,C,2.17
S05408,B,3.4
S05564,B,3.36
S05329,B,3.01
S06719,C,2.83
S05119,B,3.24
S04620,B,3.41
S03690,B,3.29
S07717,C,2.49
S01840,A,3.52
S01996,A,3.54
S02400,A,3.51
S06511,C,2.7
S09357,C,2.79
S04120,B,3.17
S05895,B,3.04
S00801,A+,3.98
S08424,C,2.26
S07681,C,2.13
S01406,A+,3.93
S05432,B,3.43
S00070,A+,3.71
S09544,D,1.66
S02760,A,3.56
S08295,C,2.86
S01587,A,3.56
S06667,C,2.53
S08015,C,2.68
S01075,A+,3.6
S03064,A,3.53
S06488,B,3.48
S04706,B,3.1
S09070,C,2.57
S02604,A,3.52
S07739,C,2.66
S01580,A,3.56
S05059,B,3.11
S05754,B,3.22
S03549,B,3.18
S00410,A+,3.67
S04098,B,3.37
S06462,B,3.02
S05602,B,3.3
S05232,B,3.42
S03778,B,3.38
S02727,A,3.53
S00478,A+,3.7
S01330,A+,3.89
S04036,B,3.21
S09643,D,1.6
S01778,A,3.54
S06097,B,3.28
S00752,A+,3.82
S05793,B,3.08
S04061,B,3.39
S09042,C,2.77
S06031,B,3.44
S05899,B,3.36
S09339,C,2.62
S09161,C,2.5
S09997,D,1.53
S05152,B,3.19
S00469,A+,3.72
S01546,A,3.55
S06312,B,3.48
S02684,A,3.51
S08967,C,2.73
S06182,B,3.47
S01026,A+,3.64
S05113,B,3.24
S08563,C,2.63
S05369,B,3.41
S02355,A,3.55
S07279,C,2.12
S03603,B,3.28
S00774,A+,3.95
S06774,C,2.55
S08810,C,2.75
S03383,A,3.56
S00642,A+,3.58
S04234,B,3.23
S03816,B,3.18
S04105,B,3.02
S09926,D,1.86
S01109,A+,3.69
S03528,B,3.06
S03496,A,3.5
S01421,A+,4
S06924,C,2.81
S03882,B,3.49
S08354,C,2.77
S06246,B,3.29
S04939,B,3.24
S06799,C,2.28
S07813,C,2.71
S01681,A,3.54
S06716,C,2.07
S00634,A+,3.88
S02570,A,3.52
S07360,C,2.4
S02167,A,3.5
S08170,C,2.46
S08846,C,2.72
S02826,A,3.56
S04088,B,3.28
S06244,B,3.38
S08365,C,2.96
S03942,B,3.21
S09180,C,2.77
S08076,C,2.56
S09196,C,2.97
S04129,B,3.43
S01173,A+,3.92
S08669,C,2.93
S04223,B,3.4
S04835,B,3.07
S02577,A,3.56
S01990,A,3.55
S06974,C,2.62
S05837,B,3.39
S04533,B,3.12
S03210,A,3.55
S03856,B,3.29
S02629,A,3.56
S07804,C,2.01
S01411,A+,3.78
S08258,C,2.67
S07387,C,2.91
S04304,B,3.12
S06751,C,2.31
S06556,C,2.11
S00816,A+,3.86
S02405,A,3.53
S05398,B,3.39
S09957,D,1.62
S02132,A,3.54
S01798,A,3.54
S03091,A,3.57
S04185,B,3.33
S04565,B,3.46
S05031,B,3.44
S08049,C,2.38
S00123,A+,3.86
S00180,A+,3.7
S09251,C,2.23
S08096,C,2.26
S06430,B,3.39
S09738,D,1.96
S04993,B,3.09
S01158,A+,3.83
S09004,C,2.06
S01533,A,3.53
S08993,C,2.67
S07860,C,2.32
S09111,C,2.73
S01536,A,3.52
S09260,C,2.02
S05518,B,3.39
S02606,A,3.51
S06128,B,3
S09142,C,2.48
S07459,C,2.06
S02178,A,3.5
S07991,C,2.06
S02352,A,3.54
S09178,C,2.99
S03503,B,3.06
S02135,A,3.56
S01481,A+,3.67
S02794,A,3.56
S04844,B,3.12
S09781,D,1.25
S09935,D,1.4
S04763,B,3.26
S07192,C,2.03
S06042,B,3.07
S09637,D,1.77
S03446,A,3.51
S08150,C,2.03
S07766,C,2.89
S03621,B,3.07
S01953,A,3.54
S00556,A+,3.64
S04265,B,3.43
S01164,A+,3.64
S01585,A,3.53
S06152,B,3.5
S09721,D,1.66
S05838,B,3.06
S05262,B,3.23
S05240,B,3.37
S07914,C,2.1
S09163,C,2.5
S01599,A,3.56
S07183,C,2.93
S00301,A+,3.82
S09661,D,1.37
S06948,C,2.33
S03795,B,3.43
S04573,B,3.33
S04336,B,3.15
S02859,A,3.52
S05695,B,3.12
S03143,A,3.51
S01360,A+,3.64
S04534,B,3.38
S09750,D,1.95
S05688,B,3.27
S00487,A+,3.88
S07837,C,2.28
S09555,D,1.24
S05901,B,3.01
S08117,C,2.76
S07363,C,2.79
S01153,A+,3.82
S05383,B,3.36
S09742,D,1.94
S05425,B,3.3
S08808,C,2.83
S05187,B,3.46
S08410,C,2.53
S06190,B,3.37
S09703,D,1.21
S08270,C,2.7
S05315,B,3.25
S09904,D,1.52
S00666,A+,3.78
S03354,A,3.54
S08852,C,2.51
S08062,C,2.33
S00643,A+,3.99
S09243,C,2.46
S00177,A+,3.71
S06432,B,3.4
S09911,D,1.41
S03439,A,3.53
S00787,A+,3.67
S06392,B,3.17
S09066,C,2.52
S09928,D,1.88
S03203,A,3.54
S04804,B,3.24
S07836,C,2.69
S07941,C,2.66
S00092,A+,3.89
S05763,B,3.36
S09028,C,2.19
S09505,D,1.2
S08238,C,2.63
S01972,A,3.56
S02906,A,3.53
S00531,A+,3.73
S03636,B,3.4
S00997,A+,3.64
S05853,B,3.07
S04227,B,3.39
S05617,B,3.01
S02313,A,3.51
S02155,A,3.54
S05318,B,3.49
S01428,A+,3.94
S08631,C,2.09
S06033,B,3.25
S04416,B,3.34
S08819,C,2.12
S03086,A,3.51
S07799,C,2.04
S09154,C,2.51
S08210,C,2.76
S09574,D,1.21
S09535,D,1.29
S00496,A+,3.72
S03750,B,3.36
S02322,A,3.52
S04268,B,3.05
S03406,A,3.51
S00152,A+,3.72
S07370,C,2.7
S00695,A+,3.9
S04418,B,3.2
S05698,B,3.07
S01739,A,3.52
S03002,A,3.56
S00168,A+,3.72
S06112,B,3.1
S04623,B,3.27
S02866,A,3.51
S08545,C,2.59
S04703,B,3.15
S02884,A,3.57
S03032,A,3.56
S08184,C,2.98
S08981,C,2.11
S08529,C,2.34
S05682,B,3.32
S07210,C,2.44
S05992,B,3.11
S02277,A,3.51
S07133,C,2.91
S05706,B,3.05
S07999,C,2.13
S05293,B,3.11
S04305,B,3.08
S07446,C,2.35
S00429,A+,3.79
S07069,C,2.56
S06365,B,3.05
S04216,B,3.35
S00427,A+,3.61
S02224,A,3.57
S00101,A+,3.8
S09245,C,2.39
S03308,A,3.54
S02763,A,3.52
S05858,B,3.06
S04739,B,3.45
S07093,C,2.41
S09633,D,1.48
S03287,A,3.56
S07713,C,2.05
S07869,C,2.25
S06068,B,3.28
S09236,C,2.17
S03578,B,3.35
S01466,A+,3.89
S07676,C,2.21
S02235,A,3.52
S01745,A,3.53
S09755,D,1.32
S06095,B,3.34
S08782,C,2.57
S09402,C,2.67
S08372,C,2.25
S05028,B,3.32
S09235,C,2.59
S03945,B,3.32
S06863,C,2.5
S05351,B,3.35
S09423,C,2.69
S02122,A,3.54
S04973,B,3.07
S08577,C,2.11
S03785,B,3.13
S06873,C,2.84
S00917,A+,3.76
S09395,C,2.87
S07253,C,2.88
S08013,C,2.24
S05822,B,3.33
S04404,B,3.1
S04864,B,3.42
S08516,C,2.65
S05423,B,3.47
S07734,C,2.57
S01204,A+,3.94
S03769,B,3.5
S05358,B,3.43
S03853,B,3.23
S01927,A,3.5
S03115,A,3.55
S02642,A,3.5
S07640,C,2.34
S07361,C,2.93
S08183,C,2.14
S07611,C,2.41
S02729,A,3.56
S09598,D,1.9
S04986,B,3.16
S06847,C,2.84
S07699,C,2.13
S04013,B,3.02
S02627,A,3.55
S07239,C,2.02
S08256,C,2.45
S09566,D,1.48
S00806,A+,3.64
S04635,B,3.16
S05248,B,3.4
S05567,B,3.07
S05740,B,3.49
S05144,B,3.24
S08266,C,2.53
S04460,B,3.38
S01243,A+,3.74
S06946,C,2.29
S05741,B,3.32
S05326,B,3.13
S00548,A+,3.76
S03023,A,3.54
S05762,B,3.22
S04032,B,3.48
S00027,A+,3.87
S04953,B,3.28
S05153,B,3.43
S02509,A,3.56
S01434,A+,3.79
S02583,A,3.54
S01303,A+,3.88
S05813,B,3.09
S07350,C,2.49
S05282,B,3.47
S06115,B,3.48
S01222,A+,3.71
S07436,C,2.88
S02549,A,3.54
S00751,A+,3.84
S00438,A+,3.72
S04372,B,3.33
S04449,B,3.48
S02848,A,3.53
S01174,A+,3.88
S07496,C,2.63
S02700,A,3.54
S09889,D,1.5
S09507,D,1.65
S06396,B,3.48
S02482,A,3.54
S05457,B,3.37
S08445,C,2.58
S02707,A,3.51
S04662,B,3.27
S00327,A+,3.67
S01040,A+,3.74
S02638,A,3.53
S05023,B,3.1
S02500,A,3.55
S01005,A+,3.67
S02862,A,3.5
S03234,A,3.56
S01871,A,3.51
S04246,B,3.11
S06928,C,2.73
S08386,C,2.23
S00535,A+,3.64
S09828,D,1.41
S07149,C,2.8
S07366,C,2.9
S00586,A+,3.79
S09915,D,1.49
S03036,A,3.57
S04429,B,3.24
S04090,B,3.14
S01704,A,3.52
S04296,B,3.18
S05720,B,3.24
S00492,A+,3.96
S06900,C,2.43
S04354,B,3.3
S02837,A,3.56
S02267,A,3.55
S07719,C,2.13
S09524,D,1.66
S08023,C,2.2
S04708,B,3.15
S09844,D,1.95
S02901,A,3.55
S09619,D,1.55
S02945,A,3.51
S01917,A,3.56
S03186,A,3.57
S08627,C,2.57
S09435,C,2.71
S07256,C,2.01
S04247,B,3.42
S08616,C,2.63
S05147,B,3.35
S08566,C,2.25
S02519,A,3.51
S00398,A+,3.78
S01318,A+,3.82
S04561,B,3.43
S00122,A+,3.61
S02450,A,3.57
S08856,C,2.47
S08109,C,2.67
S01567,A,3.51
S01985,A,3.54
S04334,B,3.15
S07911,C,2.39
S09287,C,2.82
S03919,B,3.17
S02174,A,3.5
S03284,A,3.54
S08496,C,2.21
S08585,C,2.32
S02334,A,3.55
S00574,A+,3.94
S03661,B,3.43
S09076,C,2.79
S00982,A+,3.71
S09371,C,2.56
S01408,A+,3.82
S00536,A+,3.92
S04316,B,3.25
S04599,B,3.06
S08623,C,2.28
S08759,C,2.85
S01435,A+,3.96
S06995,C,2.49
S02580,A,3.51
S09404,C,2.15
S03270,A,3.57
S09554,D,1.7
S03839,B,3.37
S01868,A,3.54
S01455,A+,3.88
S01787,A,3.56
S09913,D,1.54
S07096,C,2.59
S02522,A,3.51
S04440,B,3.02
S01821,A,3.54
S05616,B,3.44
S02930,A,3.55
S00052,A+,3.93
S04727,B,3.13
S05717,B,3.18
S05466,B,3.3
S00470,A+,3.99
S02630,A,3.54
S06514,C,2.56
S07468,C,2.72
S03946,B,3.21
S06205,B,3.17
S04263,B,3.5
S01859,A,3.51
S09533,D,1.42
S00866,A+,3.82
S06391,B,3.12
S07213,C,2.51
S04922,B,3.08
S08102,C,2.07
S04793,B,3.32
S08855,C,2.48
S06251,B,3.08
S05937,B,3.07
S00426,A+,3.99
S00189,A+,3.82
S05630,B,3.02
S04360,B,3.24
S00229,A+,3.93
S07758,C,2.22
S07678,C,2.34
S02742,A,3.56
S01042,A+,3.69
S04076,B,3.36
S09141,C,2.35
S06119,B,3.27
S06903,C,2.02
S00472,A+,3.98
S02922,A,3.54
S01906,A,3.56
S08877,C,2.61
S00802,A+,3.81
S01488,A+,3.65
S08442,C,2.89
S00228,A+,3.81
S07891,C,2.26
S01129,A+,3.91
S05071,B,3.29
S09167,C,2.92
S02209,A,3.54
S07994,C,2.67
S09843,D,1.71
S06560,C,2.24
S09922,D,1.94
S03154,A,3.52
S04442,B,3.3
S07506,C,2.69
S08958,C,2.67
S06216,B,3.25
S09599,D,1.99
S02145,A,3.56
S07412,C,2.71
S08930,C,2.17
S02375,A,3.53
S02578,A,3.55
S01633,A,3.54
S04833,B,3.39
S02299,A,3.56
S05034,B,3.33
S00157,A+,3.89
S08047,C,2.64
S06707,C,2.57
S03350,A,3.51
S02880,A,3.54
S03414,A,3.56
S07769,C,2.14
S04190,B,3.1
S09611,D,1.73
S09735,D,1.6
S07252,C,2.97
S07614,C,2.39
S06920,C,2.67
S09682,D,1.67
S09672,D,1.67
S04795,B,3.21
S05655,B,3.07
S02496,A,3.53
S07305,C,2.91
S02373,A,3.56
S04092,B,3.23
S09472,C,2.63
S03462,A,3.57
S07007,C,2.61
S05392,B,3.39
S07173,C,2.04
S05697,B,3.32
S05665,B,3.47
S04504,B,3.26
S02551,A,3.56
S04716,B,3.28
S00848,A+,3.75
S03345,A,3.53
S00939,A+,3.72
S04826,B,3.04
S09694,D,1.86
S08864,C,2.47
S08611,C,2.15
S05355,B,3.07
S05478,B,3.23
S09724,D,1.82
S00757,A+,3.96
S04751,B,3.34
S02645,A,3.53
S04163,B,3.32
S08649,C,2.48
S03166,A,3.57
S06498,B,3.34
S05988,B,3.45
S03874,B,3.11
S07752,C,2.3
S06524,C,2.31
S03419,A,3.5
S09905,D,1.76
S02062,A,3.55
S00550,A+,3.78
S04454,B,3.12
S02813,A,3.54
S08778,C,2.88
S08996,C,2.35
S02550,A,3.51
S06070,B,3.49
S03170,A,3.54
S07055,C,2.12
S04829,B,3.41
S09571,D,1.67
S01260,A+,3.73
S08713,C,2.43
S03662,B,3.2
S07923,C,2.31
S01025,A+,3.87
S04966,B,3.02
S00753,A+,3.81
S03943,B,3.3
S03711,B,3.24
S09961,D,1.77
S01952,A,3.53
S06315,B,3.18
S00352,A+,3.75
S01512,A,3.5
S04830,B,3.24
S09617,D,1.37
S03747,B,3.13
S05800,B,3.28
S00702,A+,4
S03694,B,3.17
S04615,B,3.23
S07214,C,2.86
S00562,A+,3.78
S02319,A,3.5
S03099,A,3.53
S04839,B,3.03
S03151,A,3.55
S05609,B,3.33
S04300,B,3.46
S04619,B,3.28
S04075,B,3.33
S03995,B,3.25
S06374,B,3.43
S06168,B,3.1
S01048,A+,3.66
S02940,A,3.56
S01809,A,3.55
S03167,A,3.53
S00415,A+,3.93
S01341,A+,3.74
S09372,C,2.61
S07741,C,2.62
S05061,B,3.29
S04634,B,3.48
S04610,B,3.43
S07367,C,2.84
S01470,A+,3.93
S01711,A,3.55
S06271,B,3.42
S08733,C,2.71
S02272,A,3.57
S01584,A,3.52
S01413,A+,3.73
S04112,B,3.26
S07653,C,2.61
S06694,C,2.03
S01723,A,3.57
S02025,A,3.52
S02213,A,3.56
S01508,A,3.52
S02623,A,3.55
S05291,B,3.45
S09129,C,2.14
S01322,A+,3.85
S00843,A+,3.57
S01147,A+,3.82
S03625,B,3.35
S04281,B,3.44
S09011,C,2.56
S08987,C,2.42
S04682,B,3.07
S00464,A+,3.73
S01755,A,3.57
S03937,B,3.12
S07934,C,2.77
S09461,C,2.63
S04402,B,3.36
S04701,B,3.48
S08992,C,2.31
S00379,A+,3.75
S03107,A,3.5
S08216,C,2.49
S01336,A+,3.6
S01224,A+,3.75
S03849,B,3.08
S02717,A,3.5
S06838,C,2.62
S02953,A,3.55
S01351,A+,3.77
S01083,A+,3.75
S06454,B,3.18
S01812,A,3.5
S04122,B,3.28
S01352,A+,3.83
S07818,C,2.13
S08797,C,2.26
S01895,A,3.52
S06640,C,2.21
S00566,A+,3.72
S03904,B,3.1
S07101,C,2.77
S03674,B,3.09
S04367,B,3.15
S07546,C,2.1
S01213,A+,3.96
S01190,A+,3.71
S03956,B,3.28
S00899,A+,3.84
S04787,B,3.12
S08093,C,2.06
S04603,B,3.47
S08897,C,2.38
S03455,A,3.54
S03610,B,3.48
S08158,C,2.2
S08766,C,2.9
S09678,D,1.53
S07573,C,2.99
S03910,B,3.35
S04029,B,3.11
S03932,B,3.12
S02333,A,3.52
S07303,C,2.7
S02263,A,3.56
S09261,C,2.74
S05782,B,3.44
S02596,A,3.57
S07201,C,2.2
S03594,B,3.01
S05217,B,3.35
S01031,A+,3.61
S07434,C,2.76
S07878,C,2.23
S08824,C,2.34
S08237,C,2.57
S05734,B,3.42
S05379,B,3.11
S07763,C,2.39
S01756,A,3.56
S07356,C,2.42
S04162,B,3.24
S00232,A+,3.83
S08105,C,2.29
S00111,A+,3.59
S05458,B,3.36
S06709,C,2.5
S02515,A,3.56
S05962,B,3.17
S04280,B,3.13
S04721,B,3.34
S02918,A,3.53
S09391,C,2.17
S02993,A,3.56
S02318,A,3.57
S04848,B,3.42
S04293,B,3.46
S06992,C,2.89
S01516,A,3.55
S00217,A+,3.63
S09214,C,2.94
S09062,C,2.39
S08418,C,2.79
S02264,A,3.56
S05327,B,3.18
S06841,C,2.43
S08499,C,2.58
S06011,B,3.41
S00894,A+,3.85
S01491,A+,3.63
S03004,A,3.54
S01851,A,3.54
S05200,B,3.19
S06381,B,3.14
S00325,A+,3.69
S01216,A+,3.73
S02900,A,3.54
S02934,A,3.56
S03659,B,3.16
S08679,C,2.88
S06674,C,2.11
S07973,C,2.74
S08587,C,2.46
S06170,B,3.01
S09725,D,1.41
S01130,A+,3.65
S08857,C,2.99
S02919,A,3.56
S03903,B,3.3
S07948,C,2.66
S09098,C,2.68
S03828,B,3.46
S04924,B,3.11
S00209,A+,3.95
S03255,A,3.57
S02796,A,3.51
S05107,B,3.01
S09012,C,2.39
S00799,A+,3.89
S09106,C,2.53
S00735,A+,3.6
S02245,A,3.54
S00179,A+,3.63
S05831,B,3.22
S07009,C,2.49
S01175,A+,3.68
S06643,C,2.04
S05849,B,3.4
S01832,A,3.56
S07996,C,2.85
S09280,C,2.46
S07898,C,2.45
S08598,C,2.2
S08523,C,2.16
S00199,A+,3.65
S07929,C,2.19
S07077,C,2.4
S09285,C,2.68
S01098,A+,3.64
S00549,A+,3.57
S06909,C,2.71
S08230,C,2.73
S04707,B,3.09
S06913,C,2.9
S03370,A,3.56
S07584,C,2.73
S02533,A,3.5
S04056,B,3.19
S02315,A,3.56
S06654,C,2.14
S06886,C,2.74
S05938,B,3.1
S02816,A,3.53
S03438,A,3.55
S03881,B,3.02
S04158,B,3.2
S00067,A+,3.94
S07867,C,2.15
S00617,A+,3.66
S01119,A+,3.72
S03261,A,3.55
S03402,A,3.54
S03693,B,3.18
S00938,A+,3.9
S06605,C,2.02
S02573,A,3.51
S07537,C,2.92
S06325,B,3.09
S00623,A+,3.66
S01682,A,3.52
S02127,A,3.52
S00788,A+,3.78
S03333,A,3.53
S07237,C,2.61
S01093,A+,3.97
S09104,C,2.35
S05021,B,3.23
S09354,C,2.43
S05945,B,3.42
S03281,A,3.55
S08187,C,2.18
S02202,A,3.54
S01161,A+,3.69
S05582,B,3.47
S03593,B,3.37
S03953,B,3.3
S09692,D,1.27
S06248,B,3.27
S04154,B,3.47
S00479,A+,3.82
S01353,A+,3.74
S04310,B,3.26
S05699,B,3.05
S02648,A,3.5
S08461,C,2.32
S08199,C,2.6
S07690,C,2.72
S09258,C,2.96
S02590,A,3.55
S01034,A+,3.58
S04687,B,3.13
S05012,B,3.44
S02599,A,3.56
S05820,B,3.05
S04609,B,3.1
S08471,C,2.71
S09041,C,2.68
S07451,C,2.02
S04672,B,3.22
S05584,B,3.14
S03718,B,3.3
S09328,C,2.15
S03929,B,3.06
S03618,B,3.08
S01426,A+,3.87
S09379,C,2.42
S02920,A,3.56
S03820,B,3.12
S01872,A,3.51
S05488,B,3.09
S00481,A+,3.71
S05973,B,3.33
S09601,D,1.27
S02889,A,3.52
S06687,C,2.63
S06316,B,3.28
S00528,A+,3.67
S04130,B,3.19
S00723,A+,3.59
S05121,B,3.42
S04723,B,3.08
S00221,A+,3.86
S09189,C,2.4
S01936,A,3.55
S00345,A+,3.87
S08333,C,2.65
S09675,D,1.59
S04484,B,3.29
S09707,D,1.21
S08487,C,2.66
S09217,C,2.98
S06904,C,2.69
S09155,C,2.83
S05961,B,3.36
S07035,C,2.19
S06052,B,3.48
S02392,A,3.56
S07182,C,2.22
S04329,B,3.06
S06453,B,3.01
S01984,A,3.55
S08247,C,2.75
S01555,A,3.55
S04851,B,3.45
S09096,C,2.78
S09923,D,1.91
S07533,C,2.09
S06854,C,2.89
S04642,B,3.4
S02882,A,3.54
S01678,A,3.51
S04886,B,3.22
S01965,A,3.56
S00902,A+,3.79
S07131,C,2.14
S03069,A,3.53
S02297,A,3.55
S06238,B,3.37
S05863,B,3.17
S00297,A+,3.9
S08779,C,2
S00058,A+,3.92
S07243,C,2.19
S04386,B,3.06
S02985,A,3.52
S00028,A+,3.66
S04408,B,3.29
S09878,D,1.85
S02677,A,3.56
S08546,C,2.23
S05263,B,3.3
S05842,B,3.32
S07022,C,2.81
S03249,A,3.55
S05668,B,3.08
S03885,B,3.31
S07664,C,2.48
S00296,A+,3.64
S03162,A,3.55
S02581,A,3.55
S03871,B,3.08
S09211,C,2.53
S04405,B,3.19
S06953,C,2.33
S00649,A+,3.63
S01371,A+,3.89
S09856,D,1.61
S06993,C,2.27
S05533,B,3.2
S09621,D,1.46
S05709,B,3.35
S04210,B,3.4
S00682,A+,3.86
S00435,A+,3.64
S09310,C,2.48
S04825,B,3.36
S09762,D,1.95
S03160,A,3.52
S01490,A+,3.99
S02988,A,3.5
S00813,A+,3.84
S01883,A,3.51
S09268,C,2.66
S04937,B,3.29
S09936,D,1.64
S01941,A,3.52
S03297,A,3.52
S03535,B,3.16
S04526,B,3.05
S03730,B,3.17
S07016,C,2.27
S01613,A,3.53
S01182,A+,3.62
S01376,A+,3.75
S09225,C,2.3
S03947,B,3.43
S07211,C,2.54
S05212,B,3.05
S00064,A+,3.68
S00627,A+,3.88
S04422,B,3.41
S01670,A,3.52
S02113,A,3.52
S05805,B,3.47
S09764,D,1.86
S04033,B,3.18
S06546,C,2.15
S07949,C,2.03
S00085,A+,3.9
S09181,C,2.7
S01463,A+,3.61
S02284,A,3.52
S02888,A,3.55
S05835,B,3.06
S00685,A+,3.79
S04470,B,3.05
S00419,A+,3.78
S05229,B,3.3
S04254,B,3.1
S02710,A,3.55
S02358,A,3.5
S08060,C,2.85
S01367,A+,3.69
S06278,B,3.48
S03917,B,3.16
S00294,A+,3.78
S02640,A,3.52
S09459,C,2.31
S01507,A,3.56
S09038,C,2.47
S07394,C,2.74
S01635,A,3.55
S02458,A,3.54
S09892,D,1.82
S05559,B,3.37
S09752,D,1.64
S02301,A,3.56
S04538,B,3.38
S02939,A,3.52
S01564,A,3.55
S05690,B,3.25
S08659,C,2.38
S07518,C,2.14
S01980,A,3.5
S01884,A,3.54
S03804,B,3.19
S00439,A+,3.96
S04636,B,3.19
S04529,B,3.24
S04333,B,3
S03574,B,3.46
S08742,C,2.55
S08912,C,2.92
S04818,B,3.19
S06436,B,3.43
S02987,A,3.56
S07839,C,2.89
S00705,A+,3.83
S02281,A,3.56
S08735,C,2.76
S04148,B,3.33
S05413,B,3.03
S00374,A+,3.74
S06406,B,3.08
S09224,C,2.61
S02586,A,3.5
S01333,A+,3.62
S09573,D,1.93
S05283,B,3.1
S09132,C,2.59
S08316,C,2.04
S09810,D,1.79
S01785,A,3.53
S03183,A,3.52
S00495,A+,3.85
S07364,C,2.44
S02861,A,3.52
S07930,C,2.26
S04042,B,3.37
S07179,C,2
S02898,A,3.56
S00367,A+,3.95
S00850,A+,3.68
S07441,C,2.1
S09455,C,2.03
S04302,B,3.49
S02654,A,3.57
S03504,B,3.38
S01542,A,3.54
S04166,B,3.26
S08867,C,2.41
S00323,A+,3.69
S02032,A,3.53
S00814,A+,3.6
S08940,C,2.88
S09376,C,2.65
S01080,A+,3.73
S02227,A,3.54
S09137,C,2.77
S09532,D,1.95
S02706,A,3.53
S06825,C,2
S07557,C,2.1
S01165,A+,3.99
S03262,A,3.57
S04688,B,3.02
S01451,A+,3.76
S03863,B,3.41
S06104,B,3.1
S09216,C,2.78
